Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),label
1.15,-0.692,-0.955,-0.026,1.18,0
1.15,-0.705,-0.933,-0.0228,1.17,0
1.15,-0.712,-0.902,-0.0217,1.15,0
1.16,-0.718,-0.867,-0.0153,1.13,0
1.16,-0.72,-0.824,-0.0132,1.09,0
1.16,-0.715,-0.783,-0.00786,1.06,0
1.16,-0.708,-0.736,-0.0036,1.02,0
1.16,-0.698,-0.688,0.000666,0.98,0
1.17,-0.683,-0.64,0.00706,0.936,0
1.17,-0.667,-0.599,0.0145,0.897,0
1.17,-0.647,-0.555,0.023,0.853,0
1.17,-0.622,-0.514,0.0316,0.807,0
1.17,-0.597,-0.477,0.0433,0.765,0
1.18,-0.568,-0.439,0.0529,0.72,0
1.18,-0.534,-0.402,0.0635,0.672,0
1.18,-0.499,-0.363,0.0731,0.621,0
1.18,-0.463,-0.327,0.0795,0.572,0
1.18,-0.423,-0.285,0.0848,0.518,0
1.19,-0.385,-0.244,0.0859,0.464,0
1.19,-0.345,-0.202,0.088,0.409,0
1.19,-0.306,-0.161,0.088,0.357,0
1.19,-0.267,-0.116,0.088,0.304,0
1.19,-0.23,-0.0764,0.0838,0.256,0
1.2,-0.192,-0.0349,0.0806,0.211,0
1.2,-0.156,0.00453,0.0795,0.175,0
1.2,-0.122,0.0407,0.0763,0.15,0
1.2,-0.0889,0.077,0.072,0.138,0
1.2,-0.057,0.109,0.0699,0.141,0
1.21,-0.0272,0.141,0.0635,0.157,0
1.21,-0.0016,0.165,0.0593,0.176,0
1.21,0.0229,0.191,0.0561,0.2,0
1.21,0.0442,0.211,0.0539,0.222,0
1.21,0.0634,0.227,0.0497,0.241,0
1.22,0.0794,0.239,0.0507,0.257,0
1.22,0.0921,0.25,0.0475,0.27,0
1.22,0.101,0.262,0.0475,0.285,0
1.22,0.109,0.271,0.0454,0.296,0
1.22,0.111,0.277,0.0454,0.302,0
1.23,0.115,0.286,0.0454,0.311,0
1.23,0.11,0.294,0.0465,0.318,0
1.23,0.107,0.303,0.0443,0.324,0
1.23,0.0996,0.311,0.0433,0.33,0
1.23,0.0911,0.321,0.0422,0.336,0
1.24,0.0815,0.328,0.0443,0.341,0
1.24,0.0708,0.335,0.0443,0.345,0
1.24,0.0602,0.344,0.0454,0.352,0
1.24,0.0453,0.353,0.0475,0.359,0
1.24,0.0346,0.357,0.0486,0.362,0
1.25,0.0208,0.364,0.0518,0.368,0
1.25,0.00692,0.373,0.0539,0.377,0
1.25,-0.00905,0.388,0.0582,0.392,0
1.25,-0.024,0.397,0.0635,0.402,0
1.25,-0.0389,0.408,0.0667,0.415,0
1.26,-0.0559,0.424,0.071,0.434,0
1.26,-0.073,0.441,0.0774,0.454,0
1.26,-0.0879,0.463,0.0795,0.478,0
1.26,-0.105,0.488,0.0838,0.506,0
1.26,-0.122,0.519,0.0869,0.54,0
1.27,-0.138,0.549,0.0891,0.573,0
1.27,-0.153,0.588,0.0912,0.615,0
1.27,-0.169,0.632,0.0944,0.661,0
1.27,-0.183,0.694,0.0965,0.724,0
1.27,-0.207,0.783,0.0912,0.815,0
1.28,-0.244,0.956,0.071,0.989,0
1.28,-0.275,1.1,0.0529,1.14,0
1.28,-0.306,1.22,0.0379,1.26,0
1.28,-0.336,1.33,0.0241,1.37,0
1.28,-0.367,1.42,0.0103,1.47,0
1.29,-0.397,1.5,0.000666,1.55,0
1.29,-0.428,1.57,-0.00892,1.62,0
1.29,-0.458,1.62,-0.0121,1.69,0
1.29,-0.487,1.67,-0.0153,1.74,0
1.29,-0.517,1.7,-0.0121,1.77,0
1.3,-0.548,1.71,-0.00466,1.8,0
1.3,-0.573,1.72,0.00706,1.81,0
1.3,-0.6,1.73,0.023,1.83,0
1.3,-0.626,1.73,0.0443,1.84,0
1.3,-0.65,1.74,0.0656,1.86,0
1.31,-0.674,1.74,0.0901,1.87,0
1.31,-0.698,1.75,0.115,1.88,0
1.31,-0.723,1.75,0.139,1.9,0
1.31,-0.748,1.76,0.167,1.92,0
1.31,-0.773,1.78,0.191,1.95,0
1.32,-0.797,1.8,0.219,1.98,0
1.32,-0.821,1.82,0.248,2.02,0
1.32,-0.844,1.86,0.273,2.06,0
1.32,-0.864,1.91,0.301,2.12,0
1.32,-0.884,1.98,0.324,2.19,0
1.33,-0.902,2.06,0.344,2.28,0
1.33,-0.908,2.18,0.352,2.39,0
1.33,-0.91,2.32,0.351,2.51,0
1.33,-0.909,2.43,0.354,2.62,0
1.33,-0.912,2.54,0.354,2.72,0
1.34,-0.915,2.63,0.358,2.81,0
1.34,-0.921,2.72,0.355,2.9,0
1.34,-0.927,2.8,0.355,2.97,0
1.34,-0.933,2.86,0.359,3.03,0
1.34,-0.936,2.91,0.364,3.08,0
1.35,-0.94,2.95,0.371,3.12,0
1.35,-0.939,2.99,0.377,3.16,0
1.35,-0.94,3.03,0.387,3.2,0
1.35,-0.939,3.07,0.4,3.24,0
1.35,-0.936,3.12,0.414,3.28,0
1.36,-0.929,3.16,0.433,3.33,0
1.36,-0.926,3.21,0.457,3.37,0
1.36,-0.92,3.26,0.483,3.42,0
1.36,-0.912,3.31,0.514,3.47,0
1.36,-0.908,3.35,0.548,3.52,0
1.37,-0.902,3.41,0.59,3.57,0
1.37,-0.901,3.46,0.637,3.63,0
1.37,-0.899,3.51,0.685,3.68,0
1.37,-0.896,3.54,0.734,3.73,0
1.37,-0.897,3.57,0.778,3.77,0
1.38,-0.897,3.61,0.821,3.8,0
1.38,-0.896,3.63,0.865,3.84,0
1.38,-0.897,3.64,0.904,3.86,0
1.38,-0.896,3.66,0.945,3.89,0
1.38,-0.902,3.68,0.975,3.92,0
1.39,-0.905,3.7,1.0,3.94,0
1.39,-0.909,3.72,1.03,3.96,0
1.39,-0.918,3.74,1.04,3.99,0
1.39,-0.925,3.75,1.06,4.01,0
1.39,-0.938,3.77,1.07,4.03,0
1.4,-0.948,3.78,1.07,4.04,0
1.4,-0.959,3.79,1.07,4.05,0
1.4,-0.97,3.78,1.07,4.05,0
1.4,-0.975,3.76,1.06,4.03,0
1.4,-0.978,3.74,1.05,4.0,0
1.41,-0.981,3.71,1.04,3.98,0
1.41,-0.982,3.7,1.03,3.96,0
1.41,-0.987,3.69,1.02,3.96,0
1.41,-0.99,3.7,1.01,3.96,0
1.41,-0.995,3.72,1.0,3.98,0
1.42,-1.01,3.74,0.997,4.0,0
1.42,-1.02,3.76,0.991,4.02,0
1.42,-1.03,3.78,0.987,4.04,0
1.42,-1.04,3.79,0.985,4.06,0
1.42,-1.05,3.8,0.984,4.07,0
1.43,-1.07,3.8,0.982,4.07,0
1.43,-1.09,3.79,0.98,4.06,0
1.43,-1.1,3.77,0.981,4.05,0
1.43,-1.11,3.74,0.982,4.02,0
1.43,-1.12,3.7,0.984,3.99,0
1.44,-1.13,3.66,0.988,3.96,0
1.44,-1.14,3.61,0.991,3.91,0
1.44,-1.14,3.55,0.997,3.86,0
1.44,-1.14,3.49,1.0,3.81,0
1.44,-1.14,3.43,0.998,3.75,0
1.45,-1.13,3.37,0.995,3.69,0
1.45,-1.12,3.3,0.987,3.63,0
1.45,-1.1,3.24,0.98,3.56,0
1.45,-1.08,3.17,0.969,3.49,0
1.45,-1.06,3.11,0.957,3.42,0
1.46,-1.03,3.05,0.945,3.35,0
1.46,-1.0,2.99,0.93,3.28,0
1.46,-0.968,2.92,0.913,3.21,0
1.46,-0.928,2.86,0.895,3.13,0
1.46,-0.887,2.8,0.875,3.06,0
1.47,-0.843,2.73,0.854,2.98,0
1.47,-0.796,2.67,0.834,2.91,0
1.47,-0.746,2.61,0.81,2.83,0
1.47,-0.698,2.55,0.786,2.76,0
1.47,-0.648,2.5,0.761,2.7,0
1.48,-0.601,2.46,0.734,2.64,0
1.48,-0.553,2.42,0.708,2.58,0
1.48,-0.509,2.38,0.681,2.53,0
1.48,-0.465,2.34,0.654,2.48,0
1.48,-0.421,2.3,0.626,2.42,0
1.49,-0.382,2.27,0.597,2.38,0
1.49,-0.344,2.23,0.573,2.33,0
1.49,-0.307,2.19,0.545,2.28,0
1.49,-0.273,2.16,0.522,2.24,0
1.49,-0.242,2.13,0.497,2.2,0
1.5,-0.213,2.1,0.476,2.16,0
1.5,-0.186,2.08,0.453,2.13,0
1.5,-0.158,2.05,0.431,2.1,0
1.5,-0.136,2.03,0.412,2.08,0
1.5,-0.111,2.02,0.394,2.06,0
1.51,-0.0889,2.0,0.378,2.04,0
1.51,-0.0708,1.99,0.361,2.03,0
1.51,-0.0517,1.99,0.345,2.02,0
1.51,-0.0325,1.98,0.329,2.01,0
1.51,-0.0165,1.97,0.31,2.0,0
1.52,-0.00266,1.97,0.29,1.99,0
1.52,0.00799,1.96,0.271,1.98,0
1.52,0.0197,1.95,0.249,1.96,0
1.52,0.0282,1.93,0.223,1.94,0
1.52,0.0357,1.91,0.197,1.92,0
1.53,0.0399,1.88,0.169,1.89,0
1.53,0.0453,1.85,0.138,1.85,0
1.53,0.0442,1.82,0.108,1.82,0
1.53,0.0421,1.79,0.0795,1.79,0
1.53,0.0378,1.76,0.0475,1.76,0
1.54,0.0336,1.73,0.0177,1.73,0
1.54,0.0261,1.69,-0.0132,1.69,0
1.54,0.0176,1.65,-0.0441,1.65,0
1.54,0.00905,1.61,-0.0728,1.61,0
1.54,-0.000533,1.56,-0.104,1.57,0
1.55,-0.00799,1.53,-0.135,1.53,0
1.55,-0.0165,1.49,-0.164,1.5,0
1.55,-0.0229,1.45,-0.195,1.47,0
1.55,-0.0293,1.41,-0.222,1.43,0
1.55,-0.0368,1.36,-0.246,1.38,0
1.56,-0.0431,1.32,-0.269,1.34,0
1.56,-0.0474,1.28,-0.29,1.31,0
1.56,-0.0485,1.24,-0.309,1.28,0
1.56,-0.0485,1.2,-0.327,1.24,0
1.56,-0.0485,1.16,-0.342,1.21,0
1.57,-0.0474,1.12,-0.357,1.18,0
1.57,-0.0453,1.09,-0.368,1.15,0
1.57,-0.041,1.05,-0.379,1.12,0
1.57,-0.0346,1.01,-0.388,1.09,0
1.57,-0.0282,0.974,-0.397,1.05,0
1.58,-0.0218,0.929,-0.401,1.01,0
1.58,-0.0133,0.889,-0.408,0.978,0
1.58,-0.00479,0.846,-0.413,0.941,0
1.58,0.00586,0.802,-0.419,0.905,0
1.58,0.0154,0.754,-0.422,0.865,0
1.59,0.0282,0.708,-0.424,0.826,0
1.59,0.041,0.659,-0.424,0.785,0
1.59,0.0538,0.607,-0.425,0.744,0
1.59,0.0698,0.56,-0.426,0.707,0
1.59,0.0868,0.514,-0.428,0.674,0
1.6,0.107,0.467,-0.431,0.644,0
1.6,0.127,0.423,-0.435,0.62,0
1.6,0.152,0.384,-0.442,0.605,0
1.6,0.177,0.344,-0.453,0.596,0
1.6,0.207,0.31,-0.466,0.597,0
1.61,0.237,0.279,-0.48,0.604,0
1.61,0.267,0.247,-0.497,0.616,0
1.61,0.299,0.214,-0.516,0.634,0
1.61,0.332,0.186,-0.536,0.657,0
1.61,0.365,0.155,-0.559,0.685,0
1.62,0.396,0.122,-0.582,0.714,0
1.62,0.43,0.0876,-0.607,0.749,0
1.62,0.462,0.0482,-0.632,0.784,0
1.62,0.495,0.0109,-0.66,0.825,0
1.62,0.525,-0.0317,-0.687,0.865,0
1.63,0.558,-0.0754,-0.714,0.909,0
1.63,0.59,-0.119,-0.744,0.957,0
1.63,0.62,-0.162,-0.774,1.0,0
1.63,0.651,-0.205,-0.805,1.06,0
1.63,0.683,-0.247,-0.836,1.11,0
1.64,0.714,-0.289,-0.866,1.16,0
1.64,0.744,-0.329,-0.896,1.21,0
1.64,0.774,-0.37,-0.925,1.26,0
1.64,0.803,-0.414,-0.956,1.32,0
1.64,0.829,-0.46,-0.979,1.36,0
1.65,0.857,-0.506,-1.0,1.41,0
1.65,0.883,-0.55,-1.03,1.46,0
1.65,0.906,-0.595,-1.05,1.51,0
1.65,0.923,-0.638,-1.06,1.55,0
1.65,0.91,-0.662,-1.09,1.56,0
1.66,0.908,-0.688,-1.11,1.59,0
1.66,0.913,-0.728,-1.12,1.62,0
1.66,0.929,-0.784,-1.13,1.66,0
1.66,0.949,-0.835,-1.13,1.69,0
1.66,0.967,-0.886,-1.13,1.73,0
1.67,0.979,-0.934,-1.13,1.76,0
1.67,0.994,-0.98,-1.12,1.79,0
1.67,1.01,-1.03,-1.12,1.82,0
1.67,1.02,-1.08,-1.12,1.86,0
1.67,1.04,-1.12,-1.11,1.89,0
1.68,1.06,-1.17,-1.1,1.92,0
1.68,1.07,-1.21,-1.09,1.95,0
1.68,1.09,-1.25,-1.09,1.98,0
1.68,1.1,-1.3,-1.1,2.02,0
1.68,1.12,-1.34,-1.09,2.06,0
1.69,1.13,-1.37,-1.09,2.08,0
1.69,1.15,-1.39,-1.08,2.1,0
1.69,1.17,-1.41,-1.07,2.12,0
1.69,1.19,-1.43,-1.05,2.14,0
1.69,1.21,-1.46,-1.04,2.16,0
1.7,1.22,-1.49,-1.03,2.18,0
1.7,1.23,-1.53,-1.03,2.21,0
1.7,1.24,-1.55,-1.02,2.23,0
1.7,1.25,-1.56,-1.01,2.24,0
1.7,1.26,-1.58,-0.995,2.25,0
1.71,1.26,-1.59,-0.98,2.25,0
1.71,1.27,-1.6,-0.969,2.26,0
1.71,1.27,-1.63,-0.968,2.28,0
1.71,1.28,-1.66,-0.968,2.31,0
1.72,1.28,-1.69,-0.958,2.33,0
1.72,1.29,-1.71,-0.952,2.34,0
1.72,1.3,-1.73,-0.941,2.36,0
1.72,1.3,-1.75,-0.928,2.37,0
1.72,1.31,-1.77,-0.924,2.39,0
1.73,1.32,-1.81,-0.922,2.42,0
1.73,1.33,-1.83,-0.918,2.44,0
1.73,1.34,-1.85,-0.908,2.46,0
1.73,1.35,-1.87,-0.897,2.47,0
1.73,1.36,-1.88,-0.887,2.48,0
1.74,1.37,-1.9,-0.879,2.5,0
1.74,1.37,-1.91,-0.88,2.51,0
1.74,1.38,-1.93,-0.878,2.53,0
1.74,1.39,-1.94,-0.874,2.54,0
1.74,1.39,-1.95,-0.873,2.55,0
1.75,1.4,-1.96,-0.867,2.56,0
1.75,1.41,-1.97,-0.862,2.57,0
1.75,1.41,-1.98,-0.853,2.58,0
1.75,1.42,-1.99,-0.847,2.59,0
1.75,1.43,-2.01,-0.837,2.6,0
1.76,1.44,-2.02,-0.828,2.61,0
1.76,1.44,-2.03,-0.817,2.62,0
1.76,1.45,-2.04,-0.805,2.63,0
1.76,1.47,-2.05,-0.794,2.64,0
1.76,1.48,-2.06,-0.783,2.65,0
1.77,1.49,-2.06,-0.772,2.66,0
1.77,1.51,-2.07,-0.76,2.67,0
1.77,1.52,-2.06,-0.748,2.67,0
1.77,1.54,-2.06,-0.736,2.68,0
1.77,1.56,-2.05,-0.726,2.68,0
1.78,1.58,-2.04,-0.715,2.68,0
1.78,1.6,-2.02,-0.706,2.67,0
1.78,1.62,-2.0,-0.695,2.67,0
1.78,1.64,-1.98,-0.686,2.66,0
1.78,1.66,-1.96,-0.677,2.65,0
1.79,1.68,-1.93,-0.668,2.65,0
1.79,1.7,-1.9,-0.662,2.63,0
1.79,1.72,-1.87,-0.654,2.63,0
1.79,1.74,-1.85,-0.646,2.62,0
1.79,1.75,-1.82,-0.641,2.61,0
1.8,1.77,-1.79,-0.633,2.6,0
1.8,1.78,-1.76,-0.626,2.58,0
1.8,1.8,-1.74,-0.618,2.58,0
1.8,1.81,-1.71,-0.611,2.57,0
1.8,1.83,-1.69,-0.6,2.56,0
1.81,1.85,-1.66,-0.592,2.56,0
1.81,1.87,-1.64,-0.581,2.56,0
1.81,1.89,-1.63,-0.568,2.56,0
1.81,1.91,-1.61,-0.559,2.56,0
1.81,1.93,-1.6,-0.548,2.56,0
1.82,1.94,-1.59,-0.536,2.57,0
1.82,1.96,-1.59,-0.526,2.58,0
1.82,1.98,-1.59,-0.515,2.59,0
1.82,1.99,-1.59,-0.5,2.6,0
1.82,2.01,-1.59,-0.49,2.61,0
1.83,2.03,-1.59,-0.477,2.62,0
1.83,2.04,-1.59,-0.464,2.63,0
1.83,2.05,-1.59,-0.452,2.64,0
1.83,2.06,-1.59,-0.44,2.64,0
1.83,2.07,-1.58,-0.429,2.64,0
1.84,2.07,-1.56,-0.42,2.63,0
1.84,2.07,-1.52,-0.418,2.61,0
1.84,2.07,-1.49,-0.419,2.58,0
1.84,2.06,-1.46,-0.416,2.56,0
1.84,2.07,-1.44,-0.399,2.56,0
1.85,2.07,-1.43,-0.382,2.54,0
1.85,2.06,-1.4,-0.365,2.52,0
1.85,2.03,-1.37,-0.35,2.48,0
1.85,2.0,-1.34,-0.336,2.43,0
1.85,1.96,-1.3,-0.325,2.37,0
1.86,1.92,-1.25,-0.313,2.32,0
1.86,1.89,-1.21,-0.301,2.26,0
1.86,1.84,-1.16,-0.289,2.2,0
1.86,1.81,-1.11,-0.276,2.14,0
1.86,1.77,-1.06,-0.259,2.08,0
1.87,1.74,-1.02,-0.243,2.03,0
1.87,1.71,-0.978,-0.226,1.98,0
1.87,1.68,-0.94,-0.207,1.93,0
1.87,1.65,-0.903,-0.188,1.89,0
1.87,1.62,-0.869,-0.171,1.85,0
1.88,1.6,-0.831,-0.153,1.81,0
1.88,1.57,-0.79,-0.137,1.76,0
1.88,1.54,-0.752,-0.123,1.72,0
1.88,1.52,-0.711,-0.106,1.68,0
1.88,1.5,-0.673,-0.092,1.64,0
1.89,1.47,-0.636,-0.076,1.6,0
1.89,1.45,-0.592,-0.0611,1.56,0
1.89,1.42,-0.543,-0.0505,1.53,0
1.89,1.4,-0.496,-0.0387,1.49,0
1.89,1.38,-0.447,-0.0302,1.45,0
1.9,1.36,-0.395,-0.0217,1.42,0
1.9,1.34,-0.347,-0.0164,1.39,0
1.9,1.33,-0.298,-0.0121,1.36,0
1.9,1.32,-0.25,-0.0142,1.34,0
1.9,1.31,-0.2,-0.0196,1.32,0
1.91,1.3,-0.154,-0.0302,1.31,0
1.91,1.29,-0.116,-0.0387,1.29,0
1.91,1.29,-0.085,-0.0483,1.29,0
1.91,1.29,-0.0647,-0.059,1.29,0
1.91,1.29,-0.0487,-0.0707,1.3,0
1.92,1.3,-0.0402,-0.0814,1.3,0
1.92,1.3,-0.0349,-0.0899,1.31,0
1.92,1.31,-0.0338,-0.0963,1.31,0
1.92,1.31,-0.0328,-0.102,1.32,0
1.92,1.32,-0.036,-0.104,1.32,0
1.93,1.31,-0.0423,-0.106,1.32,0
1.93,1.31,-0.0477,-0.103,1.31,0
1.93,1.3,-0.0541,-0.0984,1.31,0
1.93,1.29,-0.0605,-0.0931,1.29,0
1.93,1.27,-0.0647,-0.0856,1.28,0
1.94,1.26,-0.0679,-0.075,1.26,0
1.94,1.24,-0.069,-0.0632,1.24,0
1.94,1.22,-0.0658,-0.0505,1.22,0
1.94,1.19,-0.0605,-0.0398,1.2,0
1.94,1.17,-0.0562,-0.0249,1.17,0
1.95,1.15,-0.0487,-0.0111,1.15,0
1.95,1.12,-0.037,0.00386,1.12,0
1.95,1.09,-0.0253,0.0134,1.09,0
1.95,1.06,-0.0136,0.0273,1.06,0
1.95,1.03,0.00346,0.0422,1.03,0
1.96,0.995,0.0152,0.0561,0.997,0
1.96,0.962,0.0237,0.072,0.965,0
1.96,0.929,0.0322,0.0869,0.934,0
1.96,0.892,0.0354,0.102,0.899,0
1.96,0.859,0.0418,0.114,0.868,0
1.97,0.818,0.0557,0.13,0.83,0
1.97,0.774,0.0716,0.14,0.79,0
1.97,0.728,0.0791,0.146,0.747,0
1.97,0.683,0.0887,0.154,0.706,0
1.97,0.641,0.0983,0.162,0.668,0
1.98,0.595,0.112,0.169,0.629,0
1.98,0.549,0.125,0.173,0.589,0
1.98,0.503,0.132,0.177,0.55,0
1.98,0.46,0.139,0.182,0.513,0
1.98,0.414,0.145,0.183,0.475,0
1.99,0.375,0.149,0.183,0.444,0
1.99,0.336,0.148,0.181,0.409,0
1.99,0.3,0.149,0.18,0.38,0
1.99,0.266,0.147,0.174,0.35,0
1.99,0.235,0.145,0.169,0.324,0
2.0,0.208,0.138,0.163,0.298,0
2.0,0.184,0.132,0.156,0.275,0
2.0,0.165,0.126,0.148,0.254,0
2.0,0.148,0.119,0.139,0.235,0
2.0,0.134,0.112,0.133,0.219,0
2.01,0.12,0.107,0.128,0.206,0
2.01,0.111,0.101,0.125,0.196,0
2.01,0.102,0.0919,0.121,0.183,0
2.01,0.0975,0.0823,0.123,0.177,0
2.01,0.0975,0.0716,0.126,0.175,0
2.02,0.0996,0.0631,0.132,0.177,0
2.02,0.101,0.0599,0.14,0.183,0
2.02,0.0996,0.061,0.146,0.187,0
2.02,0.0985,0.0695,0.152,0.194,0
2.02,0.0975,0.0834,0.157,0.203,0
2.03,0.0985,0.0908,0.163,0.211,0
2.03,0.106,0.0961,0.166,0.219,0
2.03,0.109,0.107,0.17,0.229,0
2.03,0.117,0.119,0.169,0.237,0
2.03,0.123,0.132,0.169,0.247,0
2.04,0.128,0.143,0.167,0.254,1
2.04,0.137,0.153,0.163,0.262,1
2.04,0.141,0.158,0.156,0.263,1
2.04,0.148,0.164,0.149,0.266,1
2.04,0.152,0.168,0.141,0.267,1
2.05,0.156,0.171,0.133,0.267,1
2.05,0.16,0.172,0.123,0.265,1
2.05,0.167,0.17,0.115,0.264,1
2.05,0.171,0.166,0.108,0.262,1
2.05,0.176,0.157,0.102,0.257,1
2.06,0.182,0.141,0.0965,0.249,1
2.06,0.188,0.126,0.0923,0.244,1
2.06,0.193,0.108,0.088,0.238,1
2.06,0.199,0.094,0.0859,0.236,1
2.06,0.205,0.078,0.0848,0.235,1
2.07,0.213,0.062,0.0848,0.237,1
2.07,0.218,0.045,0.0859,0.238,1
2.07,0.228,0.0301,0.0859,0.246,1
2.07,0.234,0.0141,0.088,0.25,1
2.07,0.241,0.000266,0.088,0.257,1
2.08,0.25,-0.0115,0.0901,0.266,1
2.08,0.257,-0.02,0.0891,0.273,1
2.08,0.267,-0.0264,0.0901,0.283,1
2.08,0.274,-0.0296,0.0891,0.29,1
2.08,0.283,-0.0285,0.0901,0.298,1
2.09,0.29,-0.0274,0.0891,0.305,1
2.09,0.295,-0.0242,0.0912,0.309,1
2.09,0.299,-0.0168,0.0891,0.312,1
2.09,0.303,-0.00613,0.0891,0.316,1
2.09,0.305,0.00133,0.088,0.318,1
2.1,0.308,0.012,0.0859,0.32,1
2.1,0.308,0.0205,0.0827,0.32,1
2.1,0.308,0.0322,0.0784,0.32,1
2.1,0.312,0.0418,0.0752,0.323,1
2.1,0.313,0.0525,0.0667,0.324,1
2.11,0.313,0.0652,0.0635,0.326,1
2.11,0.322,0.0908,0.0571,0.34,1
2.11,0.342,0.121,0.0507,0.367,1
2.11,0.369,0.143,0.0369,0.398,1
2.11,0.384,0.152,0.0262,0.414,1
2.12,0.391,0.157,0.0209,0.422,1
2.12,0.395,0.156,0.0188,0.425,1
2.12,0.387,0.148,0.0188,0.415,1
2.12,0.372,0.141,0.0273,0.399,1
2.12,0.354,0.133,0.0369,0.38,1
2.13,0.332,0.125,0.0475,0.358,1
2.13,0.315,0.12,0.0593,0.342,1
2.13,0.303,0.121,0.0774,0.335,1
2.13,0.301,0.123,0.0923,0.338,1
2.13,0.301,0.128,0.109,0.345,1
2.14,0.306,0.13,0.13,0.357,1
2.14,0.312,0.132,0.15,0.37,1
2.14,0.317,0.127,0.173,0.383,1
2.14,0.326,0.124,0.196,0.4,1
2.14,0.333,0.12,0.221,0.417,1
2.15,0.341,0.11,0.245,0.434,1
2.15,0.349,0.0983,0.268,0.451,1
2.15,0.354,0.0897,0.288,0.465,1
2.15,0.361,0.0802,0.305,0.479,1
2.15,0.366,0.0706,0.322,0.493,1
2.16,0.369,0.0652,0.335,0.503,1
2.16,0.372,0.0599,0.347,0.512,1
2.16,0.374,0.0567,0.356,0.52,1
2.16,0.379,0.0514,0.362,0.526,1
2.16,0.381,0.0503,0.368,0.532,1
2.17,0.385,0.0493,0.372,0.538,1
2.17,0.39,0.0503,0.378,0.546,1
2.17,0.393,0.0503,0.381,0.549,1
2.17,0.397,0.0461,0.381,0.552,1
2.17,0.398,0.0407,0.384,0.555,1
2.18,0.4,0.0354,0.385,0.556,1
2.18,0.4,0.028,0.385,0.556,1
2.18,0.402,0.0226,0.385,0.557,1
2.18,0.4,0.012,0.385,0.555,1
2.18,0.4,0.00559,0.384,0.555,1
2.19,0.399,-0.00186,0.383,0.553,1
2.19,0.396,-0.0104,0.383,0.551,1
2.19,0.393,-0.0168,0.382,0.548,1
2.19,0.389,-0.0221,0.384,0.547,1
2.19,0.385,-0.0274,0.385,0.545,1
2.2,0.383,-0.0285,0.385,0.544,1
2.2,0.378,-0.0306,0.385,0.54,1
2.2,0.375,-0.0296,0.386,0.54,1
2.2,0.372,-0.0274,0.385,0.536,1
2.2,0.371,-0.02,0.383,0.534,1
2.21,0.367,-0.0125,0.379,0.528,1
2.21,0.363,-0.00293,0.37,0.518,1
2.21,0.356,0.00453,0.36,0.506,1
2.21,0.348,0.012,0.346,0.491,1
2.21,0.34,0.0248,0.329,0.474,1
2.22,0.332,0.0386,0.306,0.453,1
2.22,0.321,0.0535,0.282,0.431,1
2.22,0.308,0.0706,0.253,0.405,1
2.22,0.295,0.0834,0.222,0.378,1
2.22,0.282,0.0961,0.188,0.352,1
2.23,0.268,0.11,0.154,0.328,1
2.23,0.256,0.122,0.121,0.308,1
2.23,0.244,0.134,0.088,0.293,1
2.23,0.235,0.148,0.0561,0.283,1
2.23,0.227,0.16,0.0294,0.28,1
2.24,0.222,0.173,0.00599,0.281,1
2.24,0.218,0.181,-0.0153,0.284,1
2.24,0.217,0.19,-0.0334,0.29,1
2.24,0.216,0.191,-0.0494,0.292,1
2.24,0.216,0.189,-0.0654,0.294,1
2.25,0.216,0.179,-0.0782,0.291,1
2.25,0.218,0.171,-0.0867,0.29,1
2.25,0.221,0.161,-0.0941,0.289,1
2.25,0.224,0.149,-0.0984,0.287,1
2.25,0.228,0.141,-0.102,0.287,1
2.26,0.236,0.131,-0.0984,0.287,1
2.26,0.243,0.124,-0.0941,0.289,1
2.26,0.251,0.113,-0.0909,0.29,1
2.26,0.259,0.106,-0.0835,0.292,1
2.26,0.271,0.0983,-0.075,0.298,1
2.27,0.281,0.0887,-0.0675,0.302,1
2.27,0.293,0.0812,-0.0569,0.31,1
2.27,0.305,0.0716,-0.0462,0.317,1
2.27,0.316,0.0567,-0.0345,0.323,1
2.27,0.33,0.0418,-0.0206,0.333,1
2.28,0.346,0.0258,-0.00786,0.347,1
2.28,0.358,0.00453,0.00812,0.359,1
2.28,0.379,-0.0136,0.022,0.38,1
2.28,0.397,-0.036,0.0401,0.4,1
2.28,0.416,-0.0551,0.055,0.423,1
2.29,0.437,-0.0775,0.071,0.45,1
2.29,0.458,-0.0977,0.0848,0.475,1
2.29,0.475,-0.119,0.0955,0.498,1
2.29,0.492,-0.139,0.106,0.522,1
2.29,0.507,-0.158,0.113,0.543,1
2.3,0.521,-0.178,0.12,0.564,1
2.3,0.534,-0.191,0.124,0.581,1
2.3,0.547,-0.204,0.127,0.598,1
2.3,0.556,-0.217,0.131,0.611,1
2.3,0.563,-0.224,0.133,0.62,1
2.31,0.569,-0.232,0.136,0.63,1
2.31,0.577,-0.242,0.137,0.64,1
2.31,0.584,-0.251,0.14,0.651,1
2.31,0.593,-0.26,0.144,0.663,1
2.31,0.6,-0.268,0.149,0.674,1
2.32,0.609,-0.278,0.152,0.686,1
2.32,0.622,-0.285,0.155,0.701,1
2.32,0.635,-0.296,0.157,0.718,1
2.32,0.649,-0.305,0.16,0.735,1
2.32,0.666,-0.313,0.163,0.754,1
2.33,0.683,-0.319,0.166,0.772,1
